pid,title,body,tag,name,image,members,summary/goal,introduction,start_time,how_to_join,Community_Activities,key_contributors,token_name,token_link,token_holders,treasury,AUM,voting,forum,website,twitter,discord,wiki
115,ECODAO,"We can learn two things from ecological economy: the abundance of external resources such as sunlight and the diversity across various lifeforms. But current economy works against them.

Ecodao is proposed as a new economic community trying to change the current economic system. Ecodao is an artists’ collective supporting ecological causes. It is structured to enable members to drive value to each other through an internal gift economy.

In ecodao members are working on the communal wealth redistribution in the absence of a coercive state and building a thriving and joyous community where people can do fun things together.

If you are an artist who wants to promote and sell your work, ecodao welcomes you and builds a sustainable economy for you. If you are a collector, you can purchase the NFTs to become a member and donate to ecological organizations selected by each artist. The NFT can also generate a return on investment.","NFT, Social Impact, Creative",ECODAO,ecodao_400x400.jpg,80,Human artists and collectors supporting the environment.,"We can learn two things from ecological economy: the abundance of external resources such as sunlight and the diversity across various lifeforms. But current economy works against them.

Ecodao is proposed as a new economic community trying to change the current economic system. Ecodao is an artists’ collective supporting ecological causes. It is structured to enable members to drive value to each other through an internal gift economy.

In ecodao members are working on the communal wealth redistribution in the absence of a coercive state and building a thriving and joyous community where people can do fun things together.

If you are an artist who wants to promote and sell your work, ecodao welcomes you and builds a sustainable economy for you. If you are a collector, you can purchase the NFTs to become a member and donate to ecological organizations selected by each artist. The NFT can also generate a return on investment.",2021.10,You need to collect a work from them and join the discord via: http://alpha.guild.xyz/guild/ecodao,,David Phelps (https://twitter.com/divine_economy),NFT,,,,,,,https://eco.mirror.xyz/,https://twitter.com/ecodao_,https://alpha.guild.xyz/guild/ecodao,
116,Humankind DAO,"There are two modes in life: offense and defense.

When people aren’t financially stable, they just try to sustain themselves. This is defense.

But when people go on offense, they feel secure enough to think about making an impact greater than themselves.

""To leverage technology to accelerate humans."" This is the goal of HumankindDAO. They believe the way we move humankind forward is by giving every person the ability to go on offense. 

Are you looking for an offensive life? Are you expecting a brand new journey on Web3? HumankindDAO could be your start.","Social Impact, Venture",Humankind DAO,humankind_dao_400x400.jpg,90,Humankind is a decentralized Patreon made for the world of Web3. Their vision is to empower people to explore their curiosities and get the funding they need to turn passions into reality.,"There are two modes in life: offense and defense.

When people aren’t financially stable, they just try to sustain themselves. This is defense.

But when people go on offense, they feel secure enough to think about making an impact greater than themselves.

""To leverage technology to accelerate humans."" This is the goal of HumankindDAO. They believe the way we move humankind forward is by giving every person the ability to go on offense. 

Are you looking for an offensive life? Are you expecting a brand new journey on Web3? HumankindDAO could be your start.",2021.09,Fill this form to add ourself to the waitlist: https://blockzero.typeform.com/humankind,low,Zachary Dash (https://twitter.com/ZacharyDash),KIND ,,,,,,,https://humankind.io/,https://twitter.com/humankindDAO,https://discord.com/invite/gQPaKbrAph,
117,elektra DAO,"Through audiovisual artwork and songs, ElectraDAO is telling the story of a world called Elektra, which depends on music for its survival.

The supporters of the Elektra Crowdfund got a Portal Ticket and airdrop tokens. The ElektraDAO was then born after the camp was finished.

For now, the distribution and use of the ELETRA tokens is still in development. There’s a conversation in process and some models are being developed such as liquidity. 

Though the crowdfund has been closed. The journey of Elektra story, game and artwork just begins. A creative revolution is happening right there. ","NFT,Creative,Music",elektra DAO,elektra_dao_400x400.jpg,338,"Songcamp Elektra is made up of 42 musicians, visual artists, developers and strategists. It is an interactive choose-your-own-adventure web3 game with music at its core.","Through audiovisual artwork and songs, ElectraDAO is telling the story of a world called Elektra, which depends on music for its survival.

The supporters of the Elektra Crowdfund got a Portal Ticket and airdrop tokens. The ElektraDAO was then born after the camp was finished.

For now, the distribution and use of the ELETRA tokens is still in development. There’s a conversation in process and some models are being developed such as liquidity. 

Though the crowdfund has been closed. The journey of Elektra story, game and artwork just begins. A creative revolution is happening right there. ",2021.07,"The Elektra Crowdfund is now closed. If you have the Portal Ticket and the ELECTRA token:
01 - Ensure secure ownership of a Portal Ticket + $ELEKTRA
02 - Navigate to the #portal-to-elektra channel in Discord
03 - Type ""!join"" 
03 - Follow prompts accordingly

You must hold at least $100 ELEKTRA to access the portal.",low, Matthew Chaim (https://twitter.com/matthewchaim),ELEKTRA ,,,,,https://snapshot.org/#/elektradao.eth,,https://elektra.camp/#/,https://twitter.com/ElektraDAO,https://discord.com/invite/v6hj82yeaE,
118,herodao,"Heroes are mostly owned by those media giants. What about owning the Intellectual Property of a hero by yourself? HeroDAO is doing that.

On July 14th 2021, the members of HeroDAO voted unanimously to make their first comic about Moon Girl, and produce a story about this public domain hero.

If any member of the DAO doesn't like the direction things are going, they can ""Rage Quit"" at any time. This means burning all their shares, and receiving an equal percent of the treasury in return. So if you own 1% of the voting shares, and there's $100 in the treasury, you would be able to leave with $1 any time. This protects all members from any kind of centralized take over, and removes risk from contributing.

Their first community owned super hero franchise is heating up. Join them to check it out.","Creative,Media",herodao,hero_dao_400x400.png,90,"A DAO focused on creating, printing, distributing, selling, merchandising, and reviving comic book super heroes who have fallen into the public domain.","Heroes are mostly owned by those media giants. What about owning the Intellectual Property of a hero by yourself? HeroDAO is doing that.

On July 14th 2021, the members of HeroDAO voted unanimously to make their first comic about Moon Girl, and produce a story about this public domain hero.

If any member of the DAO doesn't like the direction things are going, they can ""Rage Quit"" at any time. This means burning all their shares, and receiving an equal percent of the treasury in return. So if you own 1% of the voting shares, and there's $100 in the treasury, you would be able to leave with $1 any time. This protects all members from any kind of centralized take over, and removes risk from contributing.

Their first community owned super hero franchise is heating up. Join them to check it out.",2021.02,"Prerequisites:
- A web3 wallet like metamask.
- You have joined our discord.

Then:
1. Join a Town Hall or hangout in #general in discord. Get to know us, what we're building together, and if you like the vibe consider joining officially.

2. Post a Membership proposal in the Membership-proposal channel on discord. Who are you and why do you want to join?

General rule unless otherwise discussed and decided by community is 1 wxDAI pledged = 1 Member share",low,CupOJoseph (https://twitter.com/CupOJoseph),Wrapped XDAI (WXDAI),https://blockscout.com/xdai/mainnet/address/0xe91D153E0b41518A2Ce8Dd3D7944Fa863463a97d/transactions,,https://app.daohaus.club/dao/0x64/0x82b09c514d5427c8184b2fe7dc9fa632a6c05c26/vaults/treasury,"$12,454 ",https://app.daohaus.club/dao/0x64/0x82b09c514d5427c8184b2fe7dc9fa632a6c05c26/proposals,,http://herodao.org/,https://twitter.com/Hero_DAO,https://discord.com/invite/c9ahfEc2Af,
119,index coop,"A lot of people enter the crypto space and have no idea where to invest. An index product is a single asset that really gives you exposure to a multitude of assets within a given sector or strategy.

When index funds were introduced in the late 60s and early 70s, they allowed people to avoid some of the volatility. They allowed people to invest in a more risk free way. 

Index Coop is trying to bring that same vision to crypto investing. They want to allow millions of families to very safely enter investing in this crypto space through passive investing in passive management.

Financial expertise is not a must.  Investors don't have to pick winners or be deeply knowledgeable. Index Coop is making investing easier and simpler.",Defi,index coop,index_coop_400x400.jpg,8574,"Index Coop a community of finance professionals, engineers, DeFi experts, meme-makers, content marketers and crypto enthusiasts focused on making crypto investing simple. ","A lot of people enter the crypto space and have no idea where to invest. An index product is a single asset that really gives you exposure to a multitude of assets within a given sector or strategy.

When index funds were introduced in the late 60s and early 70s, they allowed people to avoid some of the volatility. They allowed people to invest in a more risk free way. 

Index Coop is trying to bring that same vision to crypto investing. They want to allow millions of families to very safely enter investing in this crypto space through passive investing in passive management.

Financial expertise is not a must.  Investors don't have to pick winners or be deeply knowledgeable. Index Coop is making investing easier and simpler.",2020.10,"Follow these steps to get involved (https://docs.indexcoop.com/new-joiners):
1. Complete the New Joiner Form
2. Join in Discord
3. Watch and read the orientation video and information
4. Attend your live new joiner orientation call 
5. Join three Index Coop calls
6. Review and comment on one forum post
7. Sign up to the view from the nest newsletter & follow us on Twitter
8. Complete the Copper Owl Quest
9. Contribute to get Bronze Owl",high,Joe McKenzie (https://twitter.com/Pepperoni_Jo3),INDEX,https://etherscan.io/token/0x0954906da0Bf32d5479e25f46056d22f08464cab,"61,741",,,https://snapshot.org/#/index-coop.eth,https://gov.indexcoop.com/,https://www.indexcoop.com/,https://twitter.com/indexcoop,https://discord.gg/BcqYxdNC3R,https://index-coop.notion.site/index-coop/Index-WIKI-nest-0592ea1a055b4c96aa3969ce8caa8091
120,onlyoneDAO,"Only One was founded in 2019 by SeaLegacy and Blue Sphere Foundation, organizations committed to harnessing the power of media and technology to create and amplify stories that inspire action to protect the ocean, the planet, and each other. Built by a small team at the Only One Collective, the platform is a shared space, home to stories and solutions from people of all backgrounds and organizations of all types.
For the Onlyone, it's not just a DAO that wants to protect the ocean, it contains a lot of efforts to make the sea and even human life better and better.AS they attract a lot of talented people to their DAO, we think that some positive results will come out and the whole earth will be benefit.",Social impact,onlyoneDAO,onlyoneDAO.jpg,2000-3000,A company aimed at protect the environment.,"Only One was founded in 2019 by SeaLegacy and Blue Sphere Foundation, organizations committed to harnessing the power of media and technology to create and amplify stories that inspire action to protect the ocean, the planet, and each other. Built by a small team at the Only One Collective, the platform is a shared space, home to stories and solutions from people of all backgrounds and organizations of all types.
For the Onlyone, it's not just a DAO that wants to protect the ocean, it contains a lot of efforts to make the sea and even human life better and better.AS they attract a lot of talented people to their DAO, we think that some positive results will come out and the whole earth will be benefit.",2019.8,Donate in their website,medium,"Cristina “Mitty” Mittermeier,https://twitter.com/cmittermeier",,,,,,,,https://only.one/,https://twitter.com/onlyone,,
121,PHLOTE DAO,"Phlote is a DAO built to redesign music discovery. 

Our mission is to find amazing artists and “phlote” them into web3. 

Phlote IS NOT a music label. WE DO NOT sign artists.

We are a user owned music discovery channel (Web3 MTV) who’s sole mission is to shoot our most talented friends into the stratosphere, so that many others can see and follow them.

As today's music industry has been more concentrated, this DAO has provided us a way to get access to more individual artists and let those artists get well paid by selling NFTs. For those who need a way to find new and attractive music rather than finding it on Pitchfork, Rolling Stone, or Billboard, this DAO is a good place for you.","Music,Venture",PHLOTE DAO,PHLOTEDAO.jpg,1500-3000,A DAO built to redesign music discovery.,"Phlote is a DAO built to redesign music discovery. 

Our mission is to find amazing artists and “phlote” them into web3. 

Phlote IS NOT a music label. WE DO NOT sign artists.

We are a user owned music discovery channel (Web3 MTV) who’s sole mission is to shoot our most talented friends into the stratosphere, so that many others can see and follow them.

As today's music industry has been more concentrated, this DAO has provided us a way to get access to more individual artists and let those artists get well paid by selling NFTs. For those who need a way to find new and attractive music rather than finding it on Pitchfork, Rolling Stone, or Billboard, this DAO is a good place for you.",2021.11.25,Join their discord.Then go to #pick-a-role.,medium,"AJ Washington,AJ | Phlote#1252",PV1,0x31DA0475d29a452DA24Eb2ed0d41AD53E576b780(Polygon),2,,,,,,https://twitter.com/teamphlote,https://discord.com/invite/xK9nDzyY,
122,ProsperDAO,"ProsperDAO is born out of a desire to build the community we’ve always dreamed of. An opportunity to experiment with how we collaborate (organizational design / DAO). To nurture meaningful relationships in both the digital and physical realms (community / people). To simply build cool sh*t with amazing people (purpose).
We hope to spark a global community of leaders committed to spreading prosperity globally. Without overpowering, extracting from, neglecting, or dismissing. Instead, having the courage to stand in prosperity and hold the space for others to do the same.
Purpose + people + DAO = magic ✨

Aimed at prospecting peoples life in retreat hosting, this DAO wants to create a positive relationship with people. With IRL and online discussion, anything seems well. As the homepage said:""It’s time to PROSPER."" Hope they can build their community with passionate. Also, you can join their Prosper weekend to get deeper interaction with them.",Social&Club,ProsperDAO,ProsperDAO.jpg,500-1000,A DAO aimed at bring prosperity to life through a shared experience.,"ProsperDAO is born out of a desire to build the community we’ve always dreamed of. An opportunity to experiment with how we collaborate (organizational design / DAO). To nurture meaningful relationships in both the digital and physical realms (community / people). To simply build cool sh*t with amazing people (purpose).
We hope to spark a global community of leaders committed to spreading prosperity globally. Without overpowering, extracting from, neglecting, or dismissing. Instead, having the courage to stand in prosperity and hold the space for others to do the same.
Purpose + people + DAO = magic ✨

Aimed at prospecting peoples life in retreat hosting, this DAO wants to create a positive relationship with people. With IRL and online discussion, anything seems well. As the homepage said:""It’s time to PROSPER."" Hope they can build their community with passionate. Also, you can join their Prosper weekend to get deeper interaction with them.",2021.5,Join their discord.,low,"Adriana Cerundolo,https://twitter.com/adrisonic;
Daniel Olarte,https://twitter.com/DanielOlarte_;
Evan Kereiakes,https://www.linkedin.com/in/evan-kereiakes/;
Vanessa Slavich,https://twitter.com/vslavich;
Yaz Khoury,https://twitter.com/Yazanator;
Gabrielle Micheletti;https://twitter.com/gabriellemic;
Jarrell James,https://twitter.com/techboiafrica;
Josh Crites,https://twitter.com/critesjosh_;
Nitya Subramanian,https://twitter.com/_nityas;",,,,"ETH: 0x7C21Ab5c2510757E43A1Bbc9146c38890Bc46D23
CELO: 0xfAa0250e8E66e7A63009fF9405b85CD120179581","$4,270 ",,,https://prosperdao.xyz/,https://twitter.com/ProsperDao,https://discord.com/invite/hqENAbbMMK,
123,protein,"PRTN is a global community of creatives and cultural collaborators that envision a better way to help each other grow. Our members include developers, artists, musicians, film directors, strategists, cultural programmers, and so much more. We are on a mission to reimagine the traditional models of growth in order to reclaim power, redistribute influence and redefine our relationships with each other. There is a clear need to subvert the system and enable a community-led rather than corporation-led world. We believe Web3 technologies have opened the doors to a more collaborative, decentralised, and equitable future and every community should allow you to own the decisions, actions, and value you create within it.
With the S1 being live in Nov 2021, the Protein community is building on several infrastructures like growth frameworks and directories. Also, they have many teams to help people grow. So what is growth? In my opinion, it means an enhancement to people's wealth, heart, and mind. It includes anything which helps to grow. In their notion page:https://proteincommunity.notion.site/What-is-Good-growth-c7aa2d0de56a493d99492ec9debf836a, they explained a good framework of growth. For all, It is an active and passionate community.","Social impact,Creative",protein,Protein.jpg,15000-20000,A global community of creatives and cultural collaborators that envision a better way to help each other grow.,"PRTN is a global community of creatives and cultural collaborators that envision a better way to help each other grow. Our members include developers, artists, musicians, film directors, strategists, cultural programmers, and so much more. We are on a mission to reimagine the traditional models of growth in order to reclaim power, redistribute influence and redefine our relationships with each other. There is a clear need to subvert the system and enable a community-led rather than corporation-led world. We believe Web3 technologies have opened the doors to a more collaborative, decentralised, and equitable future and every community should allow you to own the decisions, actions, and value you create within it.
With the S1 being live in Nov 2021, the Protein community is building on several infrastructures like growth frameworks and directories. Also, they have many teams to help people grow. So what is growth? In my opinion, it means an enhancement to people's wealth, heart, and mind. It includes anything which helps to grow. In their notion page:https://proteincommunity.notion.site/What-is-Good-growth-c7aa2d0de56a493d99492ec9debf836a, they explained a good framework of growth. For all, It is an active and passionate community.",2021.9,Fill the form at https://www.protein.xyz/apply,high,"Chu,phantazn#6714;Will,Will | PRTN#7786;",PRTN,0xfec2fa7edd428171103e8f81911af5be9d31eeba,200+,0x2bbF34c5EAf9498c88c9d1cd04F3885da53670B1,"$7,800 ",,,https://www.protein.xyz/,https://twitter.com/protein,https://discord.com/invite/rr9yZpRu,https://proteincommunity.notion.site/Protein-Wiki-68c69e40c69240cf9c5f5b469d1df74c
124,PubDAO,"Think of PubDAO, initially, as akin to a decentralized Associated Press.
PubDAO story ideas get brainstormed openly in our Discord channel, a truly collaborative process that favors coordination over competition.
The decentralized wire service is merely the first part of a broader plan for PubDAO that will ultimately produce guilds made up of writers, editors, photographers, illustrators, advertisers, and marketers. If all goes according to plan, those guilds—and an evolving set of protocols—will reduce the cost and friction in online publishing. We hope that results in new, far better ways of monetizing, and a healthier ecosystem.

With contributors from many famous DAOs like FWB/Gitcoin/Collab.Land, PubDAO have gained a place in the MediaDAO field. But unlike BanklessDAO or Forefront, it mainly focuses on news but not a clear goal, or you can just say that PubDAO's goal is become the AP in crypto. But whatever, with so many passionate contributors and a clear roadmap, WAGMI!",Media,PubDAO,PubDAO.jpg,1000-2000,A new media DAO as akin to a decentralized Associated Press.,"Think of PubDAO, initially, as akin to a decentralized Associated Press.
PubDAO story ideas get brainstormed openly in our Discord channel, a truly collaborative process that favors coordination over competition.
The decentralized wire service is merely the first part of a broader plan for PubDAO that will ultimately produce guilds made up of writers, editors, photographers, illustrators, advertisers, and marketers. If all goes according to plan, those guilds—and an evolving set of protocols—will reduce the cost and friction in online publishing. We hope that results in new, far better ways of monetizing, and a healthier ecosystem.

With contributors from many famous DAOs like FWB/Gitcoin/Collab.Land, PubDAO have gained a place in the MediaDAO field. But unlike BanklessDAO or Forefront, it mainly focuses on news but not a clear goal, or you can just say that PubDAO's goal is become the AP in crypto. But whatever, with so many passionate contributors and a clear roadmap, WAGMI!",2021.10.29 ,"Join their discord, Join a guild at #start-here channel and make a self introduction in #introductions channel.
For deeper contribution, feel free to visit their website.
sIf you want to become a contributor, don't forget to fill this form first:https://airtable.com/shrH2ntJFlCIkCc0d",,"Andrew Hayward,https://twitter.com/ahaywa;Reza Jafery,https://twitter.com/RezaJafery",,,,,,,https://forum.pubdao.co/,https://pubdao.co/,https://twitter.com/pub_DAO/,https://discord.com/invite/FT7CenHT49,
